      5	2.290	0.050
     10	2.290	0.050
     20	2.290	0.050
     40	2.290	0.050
     80	2.310	0.050
    160	2.310	0.050
    320	2.310	0.050
    640	2.230	0.050
   1000	2.170	0.050
   2000	2.010	0.050
   4000	1.610	0.050
   8000	1.000	0.010
  16000	0.539	0.010
  32000	0.285	0.010
  64000	0.150	0.010
 128000	0.088	0.005
 256000	0.050	0.005
 512000	0.024	0.005
1000000	0.012	0.005
