x-axis,1
second,Volt
-2.000000E+00,+38.160E-03
-1.999000E+00,+40.421E-03
-1.998000E+00,+39.039E-03
-1.997000E+00,+38.411E-03
-1.996000E+00,+41.300E-03
-1.995000E+00,+40.044E-03
-1.994000E+00,+40.421E-03
-1.993000E+00,+39.667E-03
-1.992000E+00,+40.546E-03
-1.991000E+00,+38.913E-03
-1.990000E+00,+40.421E-03
-1.989000E+00,+42.054E-03
-1.988000E+00,+38.411E-03
-1.987000E+00,+38.160E-03
-1.986000E+00,+39.793E-03
-1.985000E+00,+42.054E-03
-1.984000E+00,+38.913E-03
-1.983000E+00,+40.421E-03
-1.982000E+00,+42.431E-03
-1.981000E+00,+38.411E-03
-1.980000E+00,+40.170E-03
-1.979000E+00,+41.803E-03
-1.978000E+00,+39.039E-03
-1.977000E+00,+41.426E-03
-1.976000E+00,+40.923E-03
-1.975000E+00,+40.546E-03
-1.974000E+00,+40.421E-03
-1.973000E+00,+39.039E-03
-1.972000E+00,+39.290E-03
-1.971000E+00,+41.300E-03
-1.970000E+00,+38.662E-03
-1.969000E+00,+40.044E-03
-1.968000E+00,+40.421E-03
-1.967000E+00,+40.421E-03
-1.966000E+00,+42.431E-03
-1.965000E+00,+42.180E-03
-1.964000E+00,+42.054E-03
-1.963000E+00,+37.657E-03
-1.962000E+00,+41.300E-03
-1.961000E+00,+39.793E-03
-1.960000E+00,+38.411E-03
-1.959000E+00,+39.793E-03
-1.958000E+00,+41.677E-03
-1.957000E+00,+49.089E-03
-1.956000E+00,+40.421E-03
-1.955000E+00,+38.536E-03
-1.954000E+00,+40.421E-03
-1.953000E+00,+39.039E-03
-1.952000E+00,+40.421E-03
-1.951000E+00,+41.803E-03
-1.950000E+00,+38.160E-03
-1.949000E+00,+39.793E-03
-1.948000E+00,+40.421E-03
-1.947000E+00,+41.426E-03
-1.946000E+00,+40.421E-03
-1.945000E+00,+40.421E-03
-1.944000E+00,+38.662E-03
-1.943000E+00,+40.421E-03
-1.942000E+00,+40.170E-03
-1.941000E+00,+40.421E-03
-1.940000E+00,+40.421E-03
-1.939000E+00,+38.411E-03
-1.938000E+00,+39.039E-03
-1.937000E+00,+40.421E-03
-1.936000E+00,+39.793E-03
-1.935000E+00,+42.431E-03
-1.934000E+00,+41.803E-03
-1.933000E+00,+39.667E-03
-1.932000E+00,+40.546E-03
-1.931000E+00,+34.391E-03
-1.930000E+00,+38.662E-03
-1.929000E+00,+38.662E-03
-1.928000E+00,+41.049E-03
-1.927000E+00,+40.421E-03
-1.926000E+00,+38.913E-03
-1.925000E+00,+40.421E-03
-1.924000E+00,+40.421E-03
-1.923000E+00,+41.049E-03
-1.922000E+00,+37.280E-03
-1.921000E+00,+36.903E-03
-1.920000E+00,+42.180E-03
-1.919000E+00,+42.054E-03
-1.918000E+00,+39.039E-03
-1.917000E+00,+38.160E-03
-1.916000E+00,+40.421E-03
-1.915000E+00,+38.411E-03
-1.914000E+00,+38.411E-03
-1.913000E+00,+39.667E-03
-1.912000E+00,+39.416E-03
-1.911000E+00,+40.421E-03
-1.910000E+00,+42.557E-03
-1.909000E+00,+40.421E-03
-1.908000E+00,+39.039E-03
-1.907000E+00,+39.290E-03
-1.906000E+00,+38.913E-03
-1.905000E+00,+38.536E-03
-1.904000E+00,+40.421E-03
-1.903000E+00,+39.039E-03
-1.902000E+00,+40.421E-03
-1.901000E+00,+36.903E-03
-1.900000E+00,+38.536E-03
-1.899000E+00,+40.421E-03
-1.898000E+00,+40.295E-03
-1.897000E+00,+41.300E-03
-1.896000E+00,+40.421E-03
-1.895000E+00,+40.421E-03
-1.894000E+00,+38.662E-03
-1.893000E+00,+40.421E-03
-1.892000E+00,+41.300E-03
-1.891000E+00,+38.913E-03
-1.890000E+00,+38.662E-03
-1.889000E+00,+41.803E-03
-1.888000E+00,+39.039E-03
-1.887000E+00,+39.416E-03
-1.886000E+00,+38.411E-03
-1.885000E+00,+40.421E-03
-1.884000E+00,+38.411E-03
-1.883000E+00,+39.667E-03
-1.882000E+00,+42.557E-03
-1.881000E+00,+39.793E-03
-1.880000E+00,+38.536E-03
-1.879000E+00,+41.803E-03
-1.878000E+00,+41.677E-03
-1.877000E+00,+41.300E-03
-1.876000E+00,+40.923E-03
-1.875000E+00,+40.421E-03
-1.874000E+00,+38.913E-03
-1.873000E+00,+42.431E-03
-1.872000E+00,+41.300E-03
-1.871000E+00,+40.421E-03
-1.870000E+00,+40.546E-03
-1.869000E+00,+40.421E-03
-1.868000E+00,+38.411E-03
-1.867000E+00,+39.416E-03
-1.866000E+00,+40.923E-03
-1.865000E+00,+40.170E-03
-1.864000E+00,+38.411E-03
-1.863000E+00,+39.667E-03
-1.862000E+00,+39.290E-03
-1.861000E+00,+40.421E-03
-1.860000E+00,+38.411E-03
-1.859000E+00,+40.672E-03
-1.858000E+00,+40.421E-03
-1.857000E+00,+40.421E-03
-1.856000E+00,+39.416E-03
-1.855000E+00,+38.411E-03
-1.854000E+00,+36.903E-03
-1.853000E+00,+40.421E-03
-1.852000E+00,+40.421E-03
-1.851000E+00,+40.421E-03
-1.850000E+00,+40.421E-03
-1.849000E+00,+38.411E-03
-1.848000E+00,+39.039E-03
-1.847000E+00,+40.421E-03
-1.846000E+00,+38.913E-03
-1.845000E+00,+42.431E-03
-1.844000E+00,+40.421E-03
-1.843000E+00,+41.677E-03
-1.842000E+00,+40.421E-03
-1.841000E+00,+40.923E-03
-1.840000E+00,+42.054E-03
-1.839000E+00,+40.044E-03
-1.838000E+00,+39.039E-03
-1.837000E+00,+40.546E-03
-1.836000E+00,+38.913E-03
-1.835000E+00,+40.421E-03
-1.834000E+00,+42.054E-03
-1.833000E+00,+39.667E-03
-1.832000E+00,+40.421E-03
-1.831000E+00,+41.300E-03
-1.830000E+00,+40.546E-03
-1.829000E+00,+40.421E-03
-1.828000E+00,+40.421E-03
-1.827000E+00,+39.416E-03
-1.826000E+00,+39.793E-03
-1.825000E+00,+38.411E-03
-1.824000E+00,+40.421E-03
-1.823000E+00,+41.677E-03
-1.822000E+00,+39.416E-03
-1.821000E+00,+39.793E-03
-1.820000E+00,+38.536E-03
-1.819000E+00,+41.803E-03
-1.818000E+00,+38.411E-03
-1.817000E+00,+41.426E-03
-1.816000E+00,+38.913E-03
-1.815000E+00,+40.170E-03
-1.814000E+00,+40.421E-03
-1.813000E+00,+39.039E-03
-1.812000E+00,+40.421E-03
-1.811000E+00,+39.793E-03
-1.810000E+00,+38.411E-03
