     30	8.400	0.100
     60	8.400	0.100
    120	8.400	0.100
    240	8.300	0.100
    480	7.800	0.100
    960	6.600	0.100
   2000	4.300	0.100
   4000	2.500	0.100
   8000	1.370	0.010
  16000	0.623	0.010
  32000	0.318	0.010
  64000	0.160	0.010
 128000	0.086	0.005
 256000	0.043	0.005
 500000	0.025	0.005
1000000	0.015	0.005
2000000	0.010	0.005
