 1	0.92	3.00	1
 2	0.52	3.60	3
 3	0.36	3.82	5
 4	0.28	3.96	7
 5	0.24	4.06	9
 6	0.91	3.05	6
 7	1.09	3.23	7
 8	0.98	3.16	8
 9	0.93	3.27	9
10	0.90	3.17	9
