2.650	194	51	205	55	187	 2	205	 3	194	59	201	 7
2.510	197	33	201	59	192	 1	207	39	193	40	202	32
2.340	194	 3	202	 2	191	57	209	 0	195	49	206	46
2.156	194	52	201	42	192	20	205	 3	195	27	201	 6
1.960	192	40	204	15	193	 0	203	44	193	 4	203	 2
1.720	192	58	204	31	194	 7	205	10	196	54	200	38
1.450	191	 4	207	42	194	13	197	30	195	14	203	25
1.200	184	36	209	35	195	50	194	11	184	46	204	15
1.060	179	 5	214	55	192	38	203	54	191	32	204	31
