10.0  9.8  9.1  8.2  7.1  6.1  5.2  4.4  3.8  2.9  2.3  2.0
18.0 17.5 16.0 14.1 12.2 10.6  9.4  8.6  8.0  7.3  6.6  6.0
54.0  0.0 50.8  0.0 44.7  0.0 38.9  0.0 29.0 29.0 25.4 22.5
