81.0 17.7 16.7 15.3 13.8 12.3 11.0  9.9  9.0  7.9  7.1  6.5
18.0 17.8 17.1 16.1 14.9 13.6 12.3 11.2 10.3  8.8  7.6  6.7
28.0 27.5 26.2 24.4 22.3 20.4 18.7 17.3 16.0 13.8 12.1 10.7
54.0  0.0 50.9  0.0 45.2  0.0 39.6  0.0 30.0 30.0 26.3 23.9
