Record Length,2.500000e+03,,  -0.000002400000, -24.80000,
Sample Interval,2.000000e-09,,  -0.000002398000, -24.40000,
Trigger Point,1.200000000000e+03,,  -0.000002396000, -24.40000,
,,,  -0.000002394000, -24.40000,
,,,  -0.000002392000, -24.40000,
,,,  -0.000002390000, -24.00000,
Source,CH1,,  -0.000002388000, -24.40000,
Vertical Units,V,,  -0.000002386000, -24.40000,
Vertical Scale,1.000000e+01,,  -0.000002384000, -24.40000,
Vertical Offset,-2.400000e+00,,  -0.000002382000, -24.40000,
Horizontal Units,s,,  -0.000002380000, -24.40000,
Horizontal Scale,5.000000e-07,,  -0.000002378000, -24.80000,
Pt Fmt,Y,,  -0.000002376000, -24.80000,
Yzero,0.000000e+00,,  -0.000002374000, -24.40000,
Probe Atten,1.000000e+01,,  -0.000002372000, -24.40000,
Model Number,TDS1001B,,  -0.000002370000, -24.80000,
Serial Number,C059827,,  -0.000002368000, -24.80000,
Firmware Version,FV:v22.01,,  -0.000002366000, -24.40000,
,,,-00.000002364000, -24.40000,
,,,-00.000002362000, -24.40000,
,,,-00.000002360000, -24.40000,
,,,-00.000002358000, -24.80000,
,,,-00.000002356000, -24.40000,
,,,-00.000002354000, -24.40000,
,,,-00.000002352000, -24.00000,
,,,-00.000002350000, -24.40000,
,,,-00.000002348000, -24.00000,
,,,-00.000002346000, -24.40000,
,,,-00.000002344000, -24.40000,
,,,-00.000002342000, -24.40000,
,,,-00.000002340000, -24.40000,
,,,-00.000002338000, -24.80000,
,,,-00.000002336000, -24.80000,
,,,-00.000002334000, -25.20000,
,,,-00.000002332000, -24.40000,
,,,-00.000002330000, -24.40000,
,,,-00.000002328000, -24.40000,
,,,-00.000002326000, -24.80000,
,,,-00.000002324000, -24.40000,
,,,-00.000002322000, -24.40000,
,,,-00.000002320000, -24.40000,
,,,-00.000002318000, -24.40000,
,,,-00.000002316000, -24.40000,
,,,-00.000002314000, -24.40000,
,,,-00.000002312000, -24.40000,
,,,-00.000002310000, -24.80000,
,,,-00.000002308000, -24.40000,
,,,-00.000002306000, -24.40000,
,,,-00.000002304000, -24.80000,
,,,-00.000002302000, -24.40000,
,,,-00.000002300000, -24.40000,
,,,-00.000002298000, -24.00000,
,,,-00.000002296000, -24.40000,
,,,-00.000002294000, -24.40000,
,,,-00.000002292000, -24.40000,
,,,-00.000002290000, -24.40000,
,,,-00.000002288000, -24.40000,
,,,-00.000002286000, -24.40000,
,,,-00.000002284000, -24.40000,
,,,-00.000002282000, -24.40000,
,,,-00.000002280000, -24.40000,
,,,-00.000002278000, -24.80000,
,,,-00.000002276000, -24.00000,
,,,-00.000002274000, -24.40000,
,,,-00.000002272000, -24.40000,
,,,-00.000002270000, -24.80000,
,,,-00.000002268000, -24.00000,
,,,-00.000002266000, -24.80000,
,,,-00.000002264000, -24.80000,
,,,-00.000002262000, -24.80000,
,,,-00.000002260000, -24.40000,
,,,-00.000002258000, -24.80000,
,,,-00.000002256000, -24.00000,
,,,-00.000002254000, -24.00000,
,,,-00.000002252000, -25.20000,
,,,-00.000002250000, -24.00000,
,,,-00.000002248000, -24.40000,
,,,-00.000002246000, -24.40000,
,,,-00.000002244000, -24.40000,
,,,-00.000002242000, -24.80000,
,,,-00.000002240000, -24.40000,
,,,-00.000002238000, -24.40000,
,,,-00.000002236000, -24.80000,
,,,-00.000002234000, -24.80000,
,,,-00.000002232000, -24.40000,
,,,-00.000002230000, -24.80000,
,,,-00.000002228000, -24.40000,
,,,-00.000002226000, -24.40000,
,,,-00.000002224000, -24.40000,
,,,-00.000002222000, -24.00000,
,,,-00.000002220000, -24.40000,
,,,-00.000002218000, -24.40000,
,,,-00.000002216000, -24.40000,
,,,-00.000002214000, -24.40000,
,,,-00.000002212000, -23.60000,
,,,-00.000002210000, -24.40000,
,,,-00.000002208000, -24.40000,
,,,-00.000002206000, -24.40000,
,,,-00.000002204000, -24.80000,
,,,-00.000002202000, -24.80000,
,,,-00.000002200000, -24.00000,
,,,-00.000002198000, -24.40000,
,,,-00.000002196000, -24.40000,
,,,-00.000002194000, -24.40000,
,,,-00.000002192000, -25.20000,
,,,-00.000002190000, -24.40000,
